gst_present,pan_present,udyam_present,signature_present,quotation_present,gst_valid,pan_valid,udyam_valid,quotation_valid,gst_days_to_expiry,udyam_days_to_expiry,name_consistency,address_consistency,price_consistency,num_pages,has_signature,has_delivery_date,has_payment_terms,has_warranty,text_length,num_dates_found,num_prices_found,gst_validation_score,pan_validation_score,udyam_validation_score,completeness_score,consistency_score,validity_score,id,label,confidence
1,1,1,1,1,1,1,1,1,2703,1621,1,1,1,4,1,1,1,0,3971,1,1,99,99,97,93,96,89,APP_0535,APPROVE,0.9383532692286971
1,1,1,1,1,1,1,1,1,1736,379,1,1,1,4,1,1,1,0,3203,4,3,96,98,93,97,85,90,APP_0536,APPROVE,0.9765166973043863
1,1,1,1,1,1,1,1,1,141,1395,1,1,1,6,1,1,1,0,4365,2,3,98,94,99,99,93,91,APP_0537,APPROVE,0.9118536294240003
1,1,1,1,1,1,1,1,1,1649,1416,1,1,1,5,1,1,1,1,4197,3,3,90,94,99,88,86,96,APP_0538,APPROVE,0.9730448461453253
1,1,1,1,1,1,1,1,1,2760,1400,1,1,1,6,1,1,1,1,1293,1,3,100,100,100,92,91,86,APP_0539,APPROVE,0.8718729053961095
1,1,1,1,1,1,1,1,1,3315,1606,1,1,1,8,1,1,1,1,1300,5,3,94,90,98,100,86,90,APP_0540,APPROVE,0.962838619031994
1,1,1,1,1,1,1,1,1,2562,1158,1,1,1,7,1,1,1,0,3810,4,2,99,94,97,97,93,85,APP_0541,APPROVE,0.8888898720889039
1,1,1,1,1,1,1,1,1,1238,1596,1,1,1,6,1,1,1,0,2399,4,1,92,93,97,92,86,92,APP_0542,APPROVE,0.9367256940544578
1,1,1,1,1,1,1,1,1,2719,1279,1,1,1,6,1,1,1,1,2982,1,2,96,92,97,85,92,94,APP_0543,APPROVE,0.8576478614763847
1,1,1,1,1,1,1,1,1,2778,1032,1,1,1,4,1,1,1,0,4886,1,3,93,92,92,98,98,94,APP_0544,APPROVE,0.8918809469384656
1,1,1,1,1,1,1,1,1,2909,662,1,1,1,2,1,1,1,1,2094,3,2,95,92,96,85,100,94,APP_0545,APPROVE,0.9243762045175841
1,1,1,1,1,1,1,1,1,3130,889,1,1,1,5,1,1,1,0,1416,3,2,99,90,93,91,91,99,APP_0546,APPROVE,0.8996893845776744
1,1,1,1,1,1,1,1,1,2860,175,1,1,1,8,1,1,1,1,2875,1,1,100,91,96,95,90,97,APP_0547,APPROVE,0.9900421088021247
1,1,1,1,1,1,1,1,1,320,183,1,1,1,5,1,1,1,1,2622,1,3,90,91,93,93,100,96,APP_0548,APPROVE,0.9496365184905743
1,1,1,1,1,1,1,1,1,3620,1583,1,1,1,2,1,1,1,1,3891,1,3,96,91,93,95,89,96,APP_0549,APPROVE,0.8698323125542262
1,1,1,1,1,1,1,1,1,565,394,1,1,1,2,1,1,1,0,1915,4,2,97,91,91,86,95,99,APP_0550,APPROVE,0.8777273223086691
1,1,1,1,1,1,1,1,1,1792,995,1,1,1,10,1,1,1,0,1731,3,2,99,100,95,95,91,93,APP_0551,APPROVE,0.850003496112884
1,1,1,1,1,1,1,1,1,484,1064,1,1,1,1,1,1,1,1,2414,5,3,90,96,100,96,87,94,APP_0552,APPROVE,0.9351371883981393
1,1,1,1,1,1,1,1,1,2293,648,1,1,1,10,1,1,1,0,1158,3,3,96,96,98,86,87,91,APP_0553,APPROVE,0.9267961802124602
1,1,1,1,1,1,1,1,1,2017,1473,1,1,1,7,1,1,1,1,4882,3,2,91,97,96,90,85,92,APP_0554,APPROVE,0.938851217053583
1,1,1,1,1,1,1,1,1,1318,959,1,1,1,7,1,1,1,1,2649,3,3,95,95,91,94,96,87,APP_0555,APPROVE,0.8540933044134067
1,1,1,1,1,1,1,1,1,3211,192,1,1,1,8,1,1,1,0,4221,5,3,97,93,95,97,96,99,APP_0556,APPROVE,0.9804790629385515
1,1,1,1,1,1,1,1,1,1732,1228,1,1,1,8,1,1,1,0,4254,3,1,90,98,100,99,97,96,APP_0557,APPROVE,0.9391202968779379
1,1,1,1,1,1,1,1,1,1675,1614,1,1,1,7,1,1,1,1,1081,4,2,99,97,90,85,99,100,APP_0558,APPROVE,0.8988503413198422
1,1,1,1,1,1,1,1,1,2533,645,1,1,1,7,1,1,1,0,2928,2,2,96,97,93,96,94,99,APP_0559,APPROVE,0.9614633646872062
1,1,1,1,1,1,1,1,1,2647,929,1,1,1,2,1,1,1,0,3499,4,3,90,94,95,85,90,91,APP_0560,APPROVE,0.8929122714190061
1,1,1,1,1,1,1,1,1,1206,195,1,1,1,3,1,1,1,1,636,2,2,94,93,95,92,87,97,APP_0561,APPROVE,0.892131863663688
1,1,1,1,1,1,1,1,1,1838,282,1,1,1,5,1,1,1,0,4017,1,2,99,100,96,90,93,100,APP_0562,APPROVE,0.8597414449352883
1,1,1,1,1,1,1,1,1,2953,1472,1,1,1,6,1,1,1,0,949,5,1,93,100,93,97,86,90,APP_0563,APPROVE,0.9329041251232351
1,1,1,1,1,1,1,1,1,2207,1235,1,1,1,10,1,1,1,1,767,5,2,99,96,90,93,86,92,APP_0564,APPROVE,0.9554860071754684
1,1,1,1,1,1,1,1,1,1447,1411,1,1,1,7,1,1,1,1,769,4,1,97,96,96,86,98,91,APP_0565,APPROVE,0.9365074205275917
1,1,1,1,1,1,1,1,1,1021,124,1,1,1,9,1,1,1,0,3812,5,3,93,94,92,99,91,92,APP_0566,APPROVE,0.8992302711342981
1,1,1,1,1,1,1,1,1,2812,235,1,1,1,6,1,1,1,1,1478,4,2,93,100,97,99,91,99,APP_0567,APPROVE,0.9425450645537772
1,1,1,1,1,1,1,1,1,1523,1258,1,1,1,4,1,1,1,1,4187,2,1,98,98,98,86,89,96,APP_0568,APPROVE,0.8915217806392571
1,1,1,1,1,1,1,1,1,1341,337,1,1,1,3,1,1,1,0,4708,1,2,98,98,98,95,91,86,APP_0569,APPROVE,0.9709632275203371
1,1,1,1,1,1,1,1,1,476,179,1,1,1,2,1,1,1,1,1211,3,3,93,93,91,98,93,100,APP_0570,APPROVE,0.8954547963813645
1,1,1,1,1,1,1,1,1,1876,219,1,1,1,8,1,1,1,0,3578,4,1,93,94,94,86,87,88,APP_0571,APPROVE,0.9420239621619068
1,1,1,1,1,1,1,1,1,1784,841,1,1,1,10,1,1,1,1,2210,5,1,90,96,95,94,92,92,APP_0572,APPROVE,0.8987520736888035
1,1,1,1,1,1,1,1,1,2626,273,1,1,1,6,1,1,1,0,3278,2,3,99,93,92,99,93,92,APP_0573,APPROVE,0.9144550649615852
1,1,1,1,1,1,1,1,1,1059,1278,1,1,1,8,1,1,1,1,4771,2,3,94,99,92,93,95,97,APP_0574,APPROVE,0.9479716688959254
1,1,1,1,1,1,1,1,1,3495,822,1,1,1,9,1,1,1,1,1137,5,3,93,100,91,98,99,87,APP_0575,APPROVE,0.9794198884057502
1,1,1,1,1,1,1,1,1,1300,918,1,1,1,5,1,1,1,1,3630,4,2,91,97,100,90,99,94,APP_0576,APPROVE,0.9816120718079988
1,1,1,1,1,1,1,1,1,1010,551,1,1,1,4,1,1,1,1,4315,3,2,96,91,100,95,88,99,APP_0577,APPROVE,0.8531554409358261
1,1,1,1,1,1,1,1,1,3520,547,1,1,1,2,1,1,1,0,2655,3,2,97,90,93,97,86,95,APP_0578,APPROVE,0.8568058455334621
1,1,1,1,1,1,1,1,1,2375,678,1,1,1,9,1,1,1,1,4231,1,2,97,94,96,88,86,100,APP_0579,APPROVE,0.9233972700510424
1,1,1,1,1,1,1,1,1,1664,1232,1,1,1,3,1,1,1,1,3221,4,3,100,92,91,93,94,93,APP_0580,APPROVE,0.9287048071012719
1,1,1,1,1,1,1,1,1,1101,1723,1,1,1,1,1,1,1,1,1825,1,2,95,99,96,89,89,95,APP_0581,APPROVE,0.9110039111113083
1,1,1,1,1,1,1,1,1,1106,312,1,1,1,5,1,1,1,1,3937,3,1,95,95,95,94,90,87,APP_0582,APPROVE,0.8519840679136046
1,1,1,1,1,1,1,1,1,1728,372,1,1,1,3,1,1,1,1,2605,4,1,92,94,99,98,95,97,APP_0583,APPROVE,0.9343782549884541
1,1,1,1,1,1,1,1,1,1597,245,1,1,1,6,1,1,1,1,2000,1,1,97,92,98,98,99,99,APP_0584,APPROVE,0.9986415988264086
1,1,1,1,1,1,1,1,1,2951,1236,1,1,1,8,1,1,1,1,1517,2,2,91,91,91,100,98,98,APP_0585,APPROVE,0.9325628548675273
1,1,1,1,1,1,1,1,1,1204,134,1,1,1,1,1,1,1,0,1816,4,3,96,97,96,88,99,95,APP_0586,APPROVE,0.9323408746616269
1,1,1,1,1,1,1,1,1,1064,547,1,1,1,3,1,1,1,0,4307,4,2,97,90,98,85,86,97,APP_0587,APPROVE,0.9238494938326114
1,1,1,1,1,1,1,1,1,2580,347,1,1,1,8,1,1,1,1,3196,3,2,94,92,95,97,86,94,APP_0588,APPROVE,0.9878722886630322
1,1,1,1,1,1,1,1,1,2211,640,1,1,1,2,1,1,1,0,3631,3,3,90,90,97,85,87,99,APP_0589,APPROVE,0.9521178730359752
1,1,1,1,1,1,1,1,1,1102,1409,1,1,1,5,1,1,1,0,2089,1,3,91,96,97,98,87,100,APP_0590,APPROVE,0.9479996779316369
1,1,1,1,1,1,1,1,1,2299,1162,1,1,1,5,1,1,1,0,967,2,2,98,92,93,88,90,97,APP_0591,APPROVE,0.8662800820443594
1,1,1,1,1,1,1,1,1,3559,1049,1,1,1,6,1,1,1,1,755,5,3,92,97,90,87,92,92,APP_0592,APPROVE,0.9447931115533647
1,1,1,1,1,1,1,1,1,3397,1368,1,1,1,9,1,1,1,0,3264,3,2,91,99,98,91,97,87,APP_0593,APPROVE,0.9677430490726602
1,1,1,1,1,1,1,1,1,2156,725,1,1,1,6,1,1,1,0,1429,1,3,97,99,99,92,87,85,APP_0594,APPROVE,0.9110411926340294
1,1,1,1,1,1,1,1,1,687,654,1,1,1,5,1,1,1,1,2279,1,1,96,98,96,85,97,93,APP_0595,APPROVE,0.9546793938375696
1,1,1,1,1,1,1,1,1,319,1693,1,1,1,8,1,1,1,0,581,1,1,100,91,97,100,88,90,APP_0596,APPROVE,0.8557616316752557
1,1,1,1,1,1,1,1,1,1442,429,1,1,1,5,1,1,1,1,1082,4,2,100,91,99,99,88,89,APP_0597,APPROVE,0.8904133603631402
1,1,1,1,1,1,1,1,1,256,1622,1,1,1,9,1,1,1,1,1779,5,1,92,91,96,90,89,90,APP_0598,APPROVE,0.8680970317873522
1,1,1,1,1,1,1,1,1,345,1511,1,1,1,4,1,1,1,0,1017,4,2,100,91,91,86,87,99,APP_0599,APPROVE,0.9773670975397052
1,1,1,1,1,1,1,1,1,971,1407,1,1,1,7,1,1,1,1,1346,1,1,99,98,98,99,93,100,APP_0600,APPROVE,0.9908641836894876
1,1,1,1,1,1,1,1,1,3564,101,1,1,1,5,1,1,1,1,2873,1,1,98,99,90,86,92,92,APP_0601,APPROVE,0.9896463597996035
1,1,1,1,1,1,1,1,1,1530,1676,1,1,1,7,1,1,1,0,2935,2,1,91,98,90,86,88,95,APP_0602,APPROVE,0.9567917823104156
1,1,1,1,1,1,1,1,1,1860,494,1,1,1,4,1,1,1,0,2384,2,1,91,95,99,86,88,99,APP_0603,APPROVE,0.9496044338951024
1,1,1,1,1,1,1,1,1,2418,1450,1,1,1,6,1,1,1,1,3598,4,3,99,93,98,93,88,92,APP_0604,APPROVE,0.8959582586514131
1,1,1,1,1,1,1,1,1,1919,256,1,1,1,10,1,1,1,0,1031,4,3,91,92,98,97,99,89,APP_0605,APPROVE,0.955446437584911
1,1,1,1,1,1,1,1,1,3172,1227,1,1,1,8,1,1,1,1,927,2,2,91,94,98,91,87,93,APP_0606,APPROVE,0.9263699736685836
1,1,1,1,1,1,1,1,1,2789,1623,1,1,1,1,1,1,1,0,3597,1,3,93,91,100,99,98,95,APP_0607,APPROVE,0.904713308244623
1,1,1,1,1,1,1,1,1,1240,807,1,1,1,6,1,1,1,0,4244,3,1,99,93,100,90,90,86,APP_0608,APPROVE,0.9995025370470325
1,1,1,1,1,1,1,1,1,812,696,1,1,1,4,1,1,1,1,2954,5,1,99,91,95,89,95,100,APP_0609,APPROVE,0.8856345569670914
1,1,1,1,1,1,1,1,1,2674,396,1,1,1,8,1,1,1,0,1411,4,3,94,98,99,89,92,89,APP_0610,APPROVE,0.9970281360964961
1,1,1,1,1,1,1,1,1,133,1280,1,1,1,4,1,1,1,1,1933,4,1,91,93,96,99,96,85,APP_0611,APPROVE,0.9622355238870979
1,1,1,1,1,1,1,1,1,462,267,1,1,1,3,1,1,1,1,1641,5,2,100,96,90,86,86,97,APP_0612,APPROVE,0.9506180493210283
1,1,1,1,1,1,1,1,1,1118,888,1,1,1,2,1,1,1,0,2891,1,2,91,90,95,85,86,93,APP_0613,APPROVE,0.9216229414777118
1,1,1,1,1,1,1,1,1,3231,861,1,1,1,4,1,1,1,1,1100,2,3,99,93,93,86,98,87,APP_0614,APPROVE,0.854463444157683
1,1,1,1,1,1,1,1,1,771,470,1,1,1,2,1,1,1,0,1740,1,3,95,90,93,87,93,88,APP_0615,APPROVE,0.9517165186500207
1,1,1,1,1,1,1,1,1,107,1483,1,1,1,2,1,1,1,1,648,1,3,92,91,100,98,88,99,APP_0616,APPROVE,0.8900620645453432
1,1,1,1,1,1,1,1,1,145,1434,1,1,1,4,1,1,1,1,2623,5,1,97,98,90,86,88,98,APP_0617,APPROVE,0.8830495827890308
1,1,1,1,1,1,1,1,1,3275,369,1,1,1,8,1,1,1,0,4921,3,2,99,95,98,89,88,91,APP_0618,APPROVE,0.9703526464617953
1,1,1,1,1,1,1,1,1,3222,1555,1,1,1,5,1,1,1,1,4883,1,3,90,100,92,94,95,95,APP_0619,APPROVE,0.9764655478591859
1,1,1,1,1,1,1,1,1,1754,1807,1,1,1,3,1,1,1,1,4835,4,3,91,95,92,100,94,88,APP_0620,APPROVE,0.9583149064286235
1,1,1,1,1,1,1,1,1,2180,1760,1,1,1,9,1,1,1,0,694,5,1,95,98,91,91,100,98,APP_0621,APPROVE,0.8778696532060372
1,1,1,1,1,1,1,1,1,1404,943,1,1,1,2,1,1,1,0,525,5,3,91,99,92,93,98,98,APP_0622,APPROVE,0.975393305656009
1,1,1,1,1,1,1,1,1,1418,416,1,1,1,8,1,1,1,1,2348,3,2,91,98,96,86,91,100,APP_0623,APPROVE,0.8868341651592404
1,1,1,1,1,1,1,1,1,3397,184,1,1,1,5,1,1,1,0,3127,5,1,92,96,97,100,92,89,APP_0624,APPROVE,0.9807958121359139
1,1,1,1,1,1,1,1,1,1990,1045,1,1,1,3,1,1,1,1,3080,3,1,94,91,95,92,100,97,APP_0625,APPROVE,0.8724420883350285
1,1,1,1,1,1,1,1,1,1628,1155,1,1,1,10,1,1,1,1,3934,5,1,97,99,99,93,99,86,APP_0626,APPROVE,0.8990300738960885
1,1,1,1,1,1,1,1,1,2089,444,1,1,1,2,1,1,1,1,4439,1,1,91,95,90,90,98,98,APP_0627,APPROVE,0.886169209758369
1,1,1,1,1,1,1,1,1,992,1762,1,1,1,6,1,1,1,1,4365,4,3,97,93,96,93,98,99,APP_0628,APPROVE,0.9878412112366188
1,1,1,1,1,1,1,1,1,1988,982,1,1,1,5,1,1,1,0,1390,4,3,91,90,100,92,100,93,APP_0629,APPROVE,0.9477996499235526
1,1,1,1,1,1,1,1,1,3003,1124,1,1,1,8,1,1,1,1,2754,5,2,99,99,99,99,89,85,APP_0630,APPROVE,0.8519080319933572
1,1,1,1,1,1,1,1,1,1772,1540,1,1,1,4,1,1,1,0,1069,2,2,98,99,95,92,86,88,APP_0631,APPROVE,0.8868382280632557
1,1,1,1,1,1,1,1,1,2689,147,1,1,1,10,1,1,1,1,1980,1,2,91,92,97,97,92,91,APP_0632,APPROVE,0.8588166270928418
1,1,1,1,1,1,1,1,1,1430,1110,1,1,1,4,1,1,1,1,1357,2,1,92,94,99,86,89,96,APP_0633,APPROVE,0.9846507828606829
1,1,1,1,1,1,1,1,1,1312,1006,1,1,1,8,1,1,1,0,2655,3,2,99,92,94,100,95,94,APP_0634,APPROVE,0.8855453731756758
1,1,1,1,1,1,1,1,1,1268,1384,1,1,1,8,1,1,1,1,2183,1,2,94,96,93,86,87,87,APP_0635,APPROVE,0.9826749338794228
1,1,1,1,1,1,1,1,1,308,1086,1,1,1,4,1,1,1,0,597,2,1,95,95,92,90,92,87,APP_0636,APPROVE,0.8804902846746007
1,1,1,1,1,1,1,1,1,2577,881,1,1,1,8,1,1,1,0,4605,3,2,99,91,98,99,98,90,APP_0637,APPROVE,0.9763456815002793
1,1,1,1,1,1,1,1,1,3372,1355,1,1,1,10,1,1,1,1,3084,2,2,94,93,91,88,87,94,APP_0638,APPROVE,0.9543266871243888
1,1,1,1,1,1,1,1,1,980,1233,1,1,1,4,1,1,1,0,4667,2,2,95,91,95,99,85,100,APP_0639,APPROVE,0.8977525302111924
1,1,1,1,1,1,1,1,1,1823,681,1,1,1,2,1,1,1,0,3338,2,3,100,97,94,90,94,100,APP_0640,APPROVE,0.9605366482660944
1,1,1,1,1,1,1,1,1,2034,312,1,1,1,9,1,1,1,0,4182,1,3,97,97,94,95,95,97,APP_0641,APPROVE,0.8785451926283423
1,1,1,1,1,1,1,1,1,1375,696,1,1,1,7,1,1,1,1,4640,5,1,92,93,96,85,90,92,APP_0642,APPROVE,0.977415642155314
1,1,1,1,1,1,1,1,1,2006,1172,1,1,1,2,1,1,1,0,1353,1,2,91,94,96,92,95,90,APP_0643,APPROVE,0.8756467723088172
1,1,1,1,1,1,1,1,1,953,1124,1,1,1,3,1,1,1,0,2418,3,2,93,95,98,91,88,87,APP_0644,APPROVE,0.9431682204710885
1,1,1,1,1,1,1,1,1,2477,1662,1,1,1,4,1,1,1,0,2250,4,3,98,95,97,92,93,95,APP_0645,APPROVE,0.9469332062713041
1,1,1,1,1,1,1,1,1,1943,1691,1,1,1,5,1,1,1,1,3005,4,1,90,95,99,94,90,87,APP_0646,APPROVE,0.8505006965813827
1,1,1,1,1,1,1,1,1,1296,1718,1,1,1,8,1,1,1,0,4769,1,1,100,98,100,99,96,88,APP_0647,APPROVE,0.9028420776629845
1,1,1,1,1,1,1,1,1,1378,280,1,1,1,8,1,1,1,1,2674,3,1,93,96,97,100,88,91,APP_0648,APPROVE,0.9651773163964172
1,1,1,1,1,1,1,1,1,3322,810,1,1,1,5,1,1,1,0,2021,3,2,95,100,90,97,100,93,APP_0649,APPROVE,0.9855400592913299
1,1,1,1,1,1,1,1,1,1448,1281,1,1,1,2,1,1,1,0,2170,2,3,97,98,91,98,89,88,APP_0650,APPROVE,0.8988961246119643
1,1,1,1,1,1,1,1,1,2846,625,1,1,1,2,1,1,1,0,4701,1,3,90,93,94,98,91,85,APP_0651,APPROVE,0.9762259500731376
1,1,1,1,1,1,1,1,1,1626,341,1,1,1,1,1,1,1,0,4075,4,2,99,95,94,93,86,95,APP_0652,APPROVE,0.8920203231415335
1,1,1,1,1,1,1,1,1,917,162,1,1,1,9,1,1,1,0,1546,4,2,95,92,100,93,85,96,APP_0653,APPROVE,0.8625285172554983
1,1,1,1,1,1,1,1,1,3511,1455,1,1,1,10,1,1,1,1,1278,5,2,99,93,99,94,90,89,APP_0654,APPROVE,0.8599920385689444
1,1,1,1,1,1,1,1,1,1131,130,1,1,1,1,1,1,1,1,762,5,3,100,90,95,87,99,91,APP_0655,APPROVE,0.8700511180605338
1,1,1,1,1,1,1,1,1,753,1703,1,1,1,2,1,1,1,0,2038,2,3,90,99,97,90,93,85,APP_0656,APPROVE,0.8917990750269436
1,1,1,1,1,1,1,1,1,949,1219,1,1,1,1,1,1,1,1,1380,5,1,98,95,90,98,85,89,APP_0657,APPROVE,0.9689703744154583
1,1,1,1,1,1,1,1,1,2338,145,1,1,1,10,1,1,1,1,1590,1,1,90,98,96,91,87,98,APP_0658,APPROVE,0.9111926252679889
1,1,1,1,1,1,1,1,1,2249,1091,1,1,1,9,1,1,1,0,556,4,1,100,93,91,97,86,91,APP_0659,APPROVE,0.9025129843133897
1,1,1,1,1,1,1,1,1,496,1443,1,1,1,5,1,1,1,1,2952,1,2,99,99,90,97,85,92,APP_0660,APPROVE,0.9497963554073383
1,1,1,1,1,1,1,1,1,2950,285,1,1,1,6,1,1,1,0,2807,1,1,96,97,94,87,90,99,APP_0661,APPROVE,0.8640953264488911
1,1,1,1,1,1,1,1,1,2021,1345,1,1,1,9,1,1,1,0,1853,5,3,96,91,97,97,98,95,APP_0662,APPROVE,0.8564073816119395
1,1,1,1,1,1,1,1,1,3612,152,1,1,1,4,1,1,1,0,4774,3,2,92,91,99,87,98,87,APP_0663,APPROVE,0.9090672312416266
1,1,1,1,1,1,1,1,1,965,436,1,1,1,10,1,1,1,0,935,1,3,93,99,100,90,85,85,APP_0664,APPROVE,0.8884926567614257
1,1,1,1,1,1,1,1,1,2746,1769,1,1,1,8,1,1,1,1,2105,5,2,99,90,91,93,97,87,APP_0665,APPROVE,0.890050973400339
1,1,1,1,1,1,1,1,1,3311,1011,1,1,1,7,1,1,1,0,1612,5,3,95,93,94,89,99,94,APP_0666,APPROVE,0.9833628316597877
1,1,1,1,1,1,1,1,1,2376,773,1,1,1,1,1,1,1,1,4481,3,2,98,97,96,91,95,96,APP_0667,APPROVE,0.9537683171531569
1,1,1,1,1,1,1,1,1,1682,1471,1,1,1,4,1,1,1,1,4599,2,3,94,93,96,100,95,94,APP_0668,APPROVE,0.9563327945943307
1,1,1,1,1,1,1,1,1,2878,282,1,1,1,5,1,1,1,0,4640,4,1,100,98,95,89,88,93,APP_0669,APPROVE,0.9269723625647313
1,1,1,1,1,1,1,1,1,1436,685,1,1,1,3,1,1,1,1,1366,5,1,100,90,95,100,87,89,APP_0670,APPROVE,0.8590298666370937
1,1,1,1,1,1,1,1,1,1600,692,1,1,1,4,1,1,1,1,3088,1,1,94,91,98,94,85,85,APP_0671,APPROVE,0.9263710816881143
1,1,1,1,1,1,1,1,1,2727,294,1,1,1,8,1,1,1,1,930,1,3,92,99,91,86,85,91,APP_0672,APPROVE,0.8603552033051661
1,1,1,1,1,1,1,1,1,1410,672,1,1,1,8,1,1,1,1,1396,3,2,97,90,97,86,95,97,APP_0673,APPROVE,0.9468969253223155
1,1,1,1,1,1,1,1,1,1401,426,1,1,1,9,1,1,1,1,665,1,1,94,94,94,92,86,86,APP_0674,APPROVE,0.9353705698605639
1,1,1,1,1,1,1,1,1,1842,1441,1,1,1,4,1,1,1,1,3868,4,1,97,97,96,100,86,100,APP_0675,APPROVE,0.948760461719422
1,1,1,1,1,1,1,1,1,768,1724,1,1,1,4,1,1,1,1,1118,3,3,96,95,91,94,85,98,APP_0676,APPROVE,0.8954398350993753
1,1,1,1,1,1,1,1,1,3549,1634,1,1,1,4,1,1,1,1,2063,3,3,100,100,90,93,85,98,APP_0677,APPROVE,0.9073662667309241
1,1,1,1,1,1,1,1,1,3320,1047,1,1,1,6,1,1,1,0,3233,4,3,100,98,94,86,89,91,APP_0678,APPROVE,0.8708483757319042
1,1,1,1,1,1,1,1,1,828,253,1,1,1,3,1,1,1,1,4188,2,2,100,91,96,91,97,100,APP_0679,APPROVE,0.9598711166710749
1,1,1,1,1,1,1,1,1,3258,365,1,1,1,4,1,1,1,0,2218,2,1,90,91,96,95,98,92,APP_0680,APPROVE,0.9719420304652224
1,1,1,1,1,1,1,1,1,526,1411,1,1,1,3,1,1,1,0,2450,5,3,92,99,90,87,88,88,APP_0681,APPROVE,0.8742515755162805
1,1,1,1,1,1,1,1,1,1367,559,1,1,1,6,1,1,1,1,3676,2,3,98,92,91,88,97,97,APP_0682,APPROVE,0.9817317044376938
1,1,1,1,1,1,1,1,1,1852,664,1,1,1,4,1,1,1,1,2219,3,1,91,94,97,86,100,90,APP_0683,APPROVE,0.9782544355255288
1,1,1,1,1,1,1,1,1,2197,368,1,1,1,4,1,1,1,0,2034,5,2,91,96,93,92,97,85,APP_0684,APPROVE,0.916809228455673
1,1,1,1,1,1,1,1,1,2161,602,1,1,1,10,1,1,1,0,4878,4,1,99,90,91,91,93,99,APP_0685,APPROVE,0.8750841363135466
1,1,1,1,1,1,1,1,1,1965,1230,1,1,1,3,1,1,1,1,3337,1,3,91,97,97,88,92,100,APP_0686,APPROVE,0.9608852686452656
1,1,1,1,1,1,1,1,1,2475,1486,1,1,1,8,1,1,1,0,722,3,3,96,97,97,91,93,98,APP_0687,APPROVE,0.9597687454502395
1,1,1,1,1,1,1,1,1,3149,1061,1,1,1,2,1,1,1,1,3119,2,1,90,93,98,95,86,97,APP_0688,APPROVE,0.9317750738508076
1,1,1,1,1,1,1,1,1,2141,1517,1,1,1,9,1,1,1,1,3217,2,2,100,98,96,86,88,86,APP_0689,APPROVE,0.8874412836697478
1,1,1,1,1,1,1,1,1,2906,1738,1,1,1,1,1,1,1,1,2220,4,1,94,97,90,87,91,91,APP_0690,APPROVE,0.9354631219427263
1,1,1,1,1,1,1,1,1,2089,850,1,1,1,4,1,1,1,0,4639,1,2,96,95,91,97,97,98,APP_0691,APPROVE,0.9490946597708925
1,1,1,1,1,1,1,1,1,898,486,1,1,1,8,1,1,1,0,2745,5,1,98,96,91,89,98,85,APP_0692,APPROVE,0.8734378169031917
1,1,1,1,1,1,1,1,1,440,116,1,1,1,1,1,1,1,1,3005,2,1,98,96,92,89,89,95,APP_0693,APPROVE,0.88027001291311
1,1,1,1,1,1,1,1,1,1696,496,1,1,1,6,1,1,1,1,4568,4,2,98,96,91,96,100,93,APP_0694,APPROVE,0.8908253108459148
1,1,1,1,1,1,1,1,1,2364,841,1,1,1,6,1,1,1,1,690,1,3,100,100,92,87,91,95,APP_0695,APPROVE,0.9054745340072143
1,1,1,1,1,1,1,1,1,571,730,1,1,1,2,1,1,1,0,3719,2,3,93,99,94,93,97,85,APP_0696,APPROVE,0.9418984612287693
1,1,1,1,1,1,1,1,1,1422,161,1,1,1,5,1,1,1,1,3765,3,2,99,93,100,87,92,92,APP_0697,APPROVE,0.9886498345247641
1,1,1,1,1,1,1,1,1,1660,1798,1,1,1,10,1,1,1,1,1735,2,2,96,100,97,87,93,91,APP_0698,APPROVE,0.8843898659889167
1,1,1,1,1,1,1,1,1,2600,444,1,1,1,1,1,1,1,1,3263,3,3,90,99,96,86,99,96,APP_0699,APPROVE,0.9123741063459816
1,1,1,1,1,1,1,1,1,2613,159,1,1,1,10,1,1,1,1,3045,5,1,92,99,91,99,85,87,APP_0700,APPROVE,0.9677061799063216
1,1,1,1,1,1,1,1,1,3018,1321,1,1,1,2,1,1,1,1,4778,4,3,92,92,91,96,95,95,APP_0701,APPROVE,0.9147423508832289
1,1,1,1,1,1,1,1,1,3626,633,1,1,1,5,1,1,1,1,568,3,1,96,100,90,99,85,92,APP_0702,APPROVE,0.8646717457549409
1,1,1,1,1,1,1,1,1,1991,823,1,1,1,4,1,1,1,0,3486,5,3,94,98,94,99,88,96,APP_0703,APPROVE,0.9399665145036702
1,1,1,1,1,1,1,1,1,332,475,1,1,1,3,1,1,1,0,3023,1,2,96,99,92,85,95,88,APP_0704,APPROVE,0.9017550617065349
1,1,1,1,1,1,1,1,1,2778,1521,1,1,1,1,1,1,1,0,3741,1,1,99,100,94,96,92,88,APP_0705,APPROVE,0.884436038421053
1,1,1,1,1,1,1,1,1,1349,141,1,1,1,3,1,1,1,1,1908,1,3,96,93,99,97,91,97,APP_0706,APPROVE,0.8634496954393249
1,1,1,1,1,1,1,1,1,1235,117,1,1,1,2,1,1,1,0,4472,3,2,92,100,95,86,94,85,APP_0707,APPROVE,0.862194489964029
1,1,1,1,1,1,1,1,1,823,1301,1,1,1,6,1,1,1,1,4460,4,2,95,96,96,87,85,91,APP_0708,APPROVE,0.9493631973695154
